# y+ ()       
# Time        	patch         	min           	max           	average       
0.00625656    	walls	1.878195e-01	3.790603e+01	1.101434e+01
0.00625656    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00625656    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00625656    	propellerTip	3.406632e+00	1.032462e+02	2.047572e+01
0.0063893     	walls	2.415910e-01	3.821131e+01	1.111698e+01
0.0063893     	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.0063893     	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.0063893     	propellerTip	3.145436e+00	1.028211e+02	2.019205e+01
0.00652178    	walls	3.099071e-02	3.850601e+01	1.121878e+01
0.00652178    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00652178    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00652178    	propellerTip	2.927396e+00	1.024246e+02	1.994900e+01
0.00665396    	walls	1.996756e-01	3.879023e+01	1.131937e+01
0.00665396    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00665396    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00665396    	propellerTip	2.806615e+00	1.020613e+02	1.975447e+01
0.00678582    	walls	1.122619e-01	3.906518e+01	1.141876e+01
0.00678582    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00678582    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00678582    	propellerTip	2.737788e+00	1.017158e+02	1.961209e+01
0.00691735    	walls	4.122954e-01	3.932883e+01	1.151740e+01
0.00691735    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00691735    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00691735    	propellerTip	2.634215e+00	1.013834e+02	1.952498e+01
0.00704858    	walls	8.728778e-02	3.958480e+01	1.161418e+01
0.00704858    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00704858    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00704858    	propellerTip	2.520679e+00	1.010842e+02	1.949112e+01
0.00717968    	walls	1.555582e-01	3.983410e+01	1.170981e+01
0.00717968    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00717968    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00717968    	propellerTip	2.455651e+00	1.007037e+02	1.950763e+01
0.00731068    	walls	2.491626e-01	4.007848e+01	1.180415e+01
0.00731068    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00731068    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00731068    	propellerTip	2.440389e+00	1.003484e+02	1.957051e+01
0.00744158    	walls	2.611927e-01	4.031312e+01	1.189762e+01
0.00744158    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00744158    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00744158    	propellerTip	2.455980e+00	1.000560e+02	1.967460e+01
0.00757238    	walls	3.321690e-01	4.053848e+01	1.199032e+01
0.00757238    	innerCylinder	0.000000e+00	0.000000e+00	0.000000e+00
0.00757238    	innerCylinder_slave	0.000000e+00	0.000000e+00	0.000000e+00
0.00757238    	propellerTip	2.490346e+00	9.973109e+01	1.981518e+01
